year,age,population
2010,81,511000.0
2010,82,480000.0
2010,83,422000.0
2010,84,386000.0
2010,85,353000.0
2010,86,299000.0
2010,87,260000.0
2010,88,237000.0
2010,89,213000.0
2010,90,174000.0
2010,91,109000.0
2010,92,57000.0
2010,93,43000.0
2010,94,36000.0
2010,95,33000.0
2010,96,32000.0
2010,97,23000.0
2010,98,15000.0
2010,99,9000.0
2011,0,658000.0
2011,1,679000.0
2011,2,670000.0
2011,3,689000.0
2011,4,690000.0
2011,5,677000.0
2011,6,687000.0
2011,7,706000.0
2011,8,706000.0
2011,9,720000.0
2011,10,738000.0
2011,11,771000.0
2011,12,773000.0
2011,13,790000.0
2011,14,816000.0
2011,15,801000.0
2011,16,779000.0
2011,17,789000.0
2011,18,819000.0
2011,19,839000.0
2011,20,879000.0
2011,21,975000.0
2011,22,970000.0
2011,23,1005000.0
2011,24,993000.0
2011,25,982000.0
2011,26,954000.0
2011,27,958000.0
2011,28,967000.0
2011,29,994000.0
2011,30,991000.0
2011,31,994000.0
2011,32,950000.0
2011,33,940000.0
2011,34,935000.0
2011,35,919000.0
2011,36,895000.0
2011,37,910000.0
2011,38,922000.0
2011,39,1004000.0
2011,40,1110000.0
2011,41,1155000.0
2011,42,1246000.0
2011,43,1308000.0
2011,44,1347000.0
2011,45,1390000.0
2011,46,1397000.0
2011,47,1425000.0
2011,48,1416000.0
2011,49,1372000.0
2011,50,1355000.0
2011,51,1309000.0
2011,52,1275000.0
2011,53,1205000.0
2011,54,1179000.0
2011,55,1147000.0
2011,56,1112000.0
2011,57,1093000.0
2011,58,1057000.0
2011,59,1055000.0
2011,60,1034000.0
2011,61,1033000.0
2011,62,998000.0
2011,63,911000.0
2011,64,855000.0
2011,65,744000.0
2011,66,652000.0
2011,67,868000.0
2011,68,877000.0
2011,69,846000.0
2011,70,1021000.0
2011,71,1065000.0
2011,72,1038000.0
2011,73,953000.0
2011,74,876000.0
2011,75,831000.0
2011,76,782000.0
2011,77,706000.0
2011,78,550000.0
2011,79,528000.0
2011,80,516000.0
2011,81,517000.0
2011,82,476000.0
2011,83,441000.0
2011,84,384000.0
2011,85,348000.0
2011,86,314000.0
2011,87,261000.0
2011,88,225000.0
2011,89,200000.0
2011,90,174000.0
2011,91,140000.0
2011,92,86000.0
2011,93,43000.0
2011,94,32000.0
2011,95,26000.0
2011,96,24000.0
2011,97,23000.0
2011,98,15000.0
2011,99,10000.0
2012,0,674000.0
2012,1,665000.0
2012,2,685000.0
2012,3,674000.0
2012,4,694000.0
2012,5,693000.0
2012,6,680000.0
2012,7,690000.0
2012,8,709000.0
2012,9,710000.0
2012,10,723000.0
2012,11,741000.0
2012,12,774000.0
2012,13,777000.0
2012,14,794000.0
2012,15,819000.0
2012,16,806000.0
2012,17,783000.0
2012,18,797000.0
2012,19,833000.0
2012,20,855000.0
2012,21,896000.0
2012,22,992000.0
2012,23,988000.0
2012,24,1023000.0
2012,25,1009000.0
2012,26,998000.0
2012,27,969000.0
2012,28,970000.0
2012,29,978000.0
2012,30,1004000.0
2012,31,1000000.0
2012,32,1003000.0
2012,33,959000.0
2012,34,948000.0
2012,35,941000.0
2012,36,926000.0
2012,37,902000.0
2012,38,917000.0
2012,39,927000.0
2012,40,1010000.0
2012,41,1115000.0
2012,42,1159000.0
2012,43,1249000.0
2012,44,1312000.0
2012,45,1350000.0
2012,46,1390000.0
2012,47,1397000.0
2012,48,1425000.0
2012,49,1415000.0
2012,50,1371000.0
2012,51,1352000.0
2012,52,1308000.0
2012,53,1272000.0
2012,54,1202000.0
2012,55,1175000.0
2012,56,1143000.0
2012,57,1108000.0
2012,58,1087000.0
2012,59,1050000.0
2012,60,1049000.0
2012,61,1026000.0
2012,62,1024000.0
2012,63,989000.0
2012,64,902000.0
2012,65,844000.0
2012,66,734000.0
2012,67,643000.0
2012,68,855000.0
2012,69,863000.0
2012,70,832000.0
2012,71,1003000.0
2012,72,1044000.0
2012,73,1016000.0
2012,74,931000.0
2012,75,853000.0
2012,76,807000.0
2012,77,757000.0
2012,78,679000.0
2012,79,527000.0
2012,80,503000.0
2012,81,487000.0
2012,82,486000.0
2012,83,444000.0
2012,84,407000.0
2012,85,351000.0
2012,86,314000.0
2012,87,280000.0
2012,88,229000.0
2012,89,194000.0
2012,90,169000.0
2012,91,144000.0
2012,92,114000.0
2012,93,68000.0
2012,94,33000.0
2012,95,23000.0
2012,96,19000.0
2012,97,18000.0
2012,98,15000.0
2012,99,11000.0
2013,0,683000.0
2013,1,684000.0
2013,2,673000.0
2013,3,691000.0
2013,4,680000.0
2013,5,699000.0
2013,6,697000.0
2013,7,685000.0
2013,8,694000.0
2013,9,713000.0
2013,10,714000.0
2013,11,727000.0
2013,12,745000.0
2013,13,778000.0
2013,14,780000.0
2013,15,798000.0
2013,16,824000.0
2013,17,811000.0
2013,18,793000.0
2013,19,814000.0
2013,20,853000.0
2013,21,873000.0
2013,22,915000.0
2013,23,1013000.0
2013,24,1009000.0
2013,25,1042000.0
2013,26,1026000.0
2013,27,1014000.0
2013,28,982000.0
2013,29,983000.0
2013,30,990000.0
2013,31,1015000.0
2013,32,1009000.0
2013,33,1013000.0
2013,34,967000.0
2013,35,956000.0
2013,36,950000.0
2013,37,933000.0
2013,38,909000.0
2013,39,922000.0
2013,40,932000.0
2013,41,1015000.0
2013,42,1120000.0
2013,43,1164000.0
2013,44,1253000.0
2013,45,1314000.0
2013,46,1352000.0
2013,47,1392000.0
2013,48,1397000.0
2013,49,1425000.0
2013,50,1415000.0
2013,51,1370000.0
2013,52,1351000.0
2013,53,1305000.0
2013,54,1270000.0
2013,55,1198000.0
2013,56,1171000.0
2013,57,1137000.0
2013,58,1102000.0
2013,59,1080000.0
2013,60,1044000.0
2013,61,1040000.0
2013,62,1018000.0
2013,63,1014000.0
2013,64,978000.0
2013,65,891000.0
2013,66,834000.0
2013,67,724000.0
2013,68,633000.0
2013,69,841000.0
2013,70,849000.0
2013,71,817000.0
2013,72,984000.0
2013,73,1023000.0
2013,74,993000.0
2013,75,908000.0
2013,76,829000.0
2013,77,781000.0
2013,78,729000.0
2013,79,652000.0
2013,80,502000.0
2013,81,476000.0
2013,82,459000.0
2013,83,453000.0
2013,84,409000.0
2013,85,372000.0
2013,86,317000.0
2013,87,280000.0
2013,88,245000.0
2013,89,197000.0
2013,90,163000.0
2013,91,140000.0
2013,92,117000.0
2013,93,90000.0
2013,94,52000.0
2013,95,25000.0
2013,96,17000.0
2013,97,13000.0
2013,98,12000.0
2013,99,11000.0
2014,0,717000.0
2014,1,696000.0
2014,2,694000.0
2014,3,681000.0
2014,4,699000.0
2014,5,688000.0
2014,6,706000.0
2014,7,705000.0
2014,8,691000.0
2014,9,702000.0
2014,10,720000.0
2014,11,721000.0
2014,12,733000.0
2014,13,751000.0
2014,14,784000.0
2014,15,787000.0
2014,16,806000.0
2014,17,832000.0
2014,18,827000.0
2014,19,815000.0
2014,20,839000.0
2014,21,875000.0
2014,22,896000.0
2014,23,939000.0
2014,24,1037000.0
2014,25,1031000.0
2014,26,1062000.0
2014,27,1044000.0
2014,28,1031000.0
2014,29,999000.0
2014,30,998000.0
2014,31,1003000.0
2014,32,1027000.0
2014,33,1021000.0
2014,34,1025000.0
2014,35,978000.0
2014,36,965000.0
2014,37,958000.0
2014,38,941000.0
2014,39,916000.0
2014,40,931000.0
2014,41,939000.0
2014,42,1021000.0
2014,43,1126000.0
2014,44,1169000.0
2014,45,1258000.0
2014,46,1318000.0
2014,47,1354000.0
2014,48,1394000.0
2014,49,1398000.0
2014,50,1426000.0
2014,51,1413000.0
2014,52,1368000.0
2014,53,1348000.0
2014,54,1301000.0
2014,55,1266000.0
2014,56,1194000.0
2014,57,1166000.0
2014,58,1133000.0
2014,59,1095000.0
2014,60,1072000.0
2014,61,1035000.0
2014,62,1031000.0
2014,63,1008000.0
2014,64,1005000.0
2014,65,968000.0
2014,66,880000.0
2014,67,823000.0
2014,68,714000.0
2014,69,624000.0
2014,70,828000.0
2014,71,835000.0
2014,72,801000.0
2014,73,963000.0
2014,74,1000000.0
2014,75,968000.0
2014,76,883000.0
2014,77,803000.0
2014,78,754000.0
2014,79,702000.0
2014,80,622000.0
2014,81,477000.0
2014,82,449000.0
2014,83,428000.0
2014,84,419000.0
2014,85,376000.0
2014,86,337000.0
2014,87,284000.0
2014,88,248000.0
2014,89,214000.0
2014,90,169000.0
2014,91,137000.0
2014,92,114000.0
2014,93,93000.0
2014,94,70000.0
2014,95,40000.0
2014,96,18000.0
2014,97,12000.0
2014,98,10000.0
2014,99,8000.0
2015,0,745000.0
2015,1,740000.0
2015,2,716000.0
2015,3,714000.0
2015,4,699000.0
2015,5,717000.0
2015,6,704000.0
2015,7,723000.0
2015,8,721000.0
2015,9,707000.0
2015,10,716000.0
2015,11,734000.0
2015,12,734000.0
2015,13,746000.0
2015,14,765000.0
2015,15,802000.0
2015,16,811000.0
2015,17,831000.0
2015,18,874000.0
2015,19,872000.0
2015,20,865000.0
2015,21,883000.0
2015,22,918000.0
2015,23,940000.0
2015,24,982000.0
2015,25,1081000.0
2015,26,1069000.0
2015,27,1099000.0
2015,28,1078000.0
2015,29,1060000.0
2015,30,1028000.0
2015,31,1023000.0
2015,32,1027000.0
2015,33,1049000.0
2015,34,1041000.0
2015,35,1046000.0
2015,36,996000.0
2015,37,982000.0
2015,38,973000.0
2015,39,954000.0
2015,40,931000.0
2015,41,943000.0
2015,42,951000.0
2015,43,1031000.0
2015,44,1135000.0
2015,45,1177000.0
2015,46,1265000.0
2015,47,1325000.0
2015,48,1360000.0
2015,49,1396000.0
2015,50,1400000.0
2015,51,1426000.0
2015,52,1413000.0
2015,53,1368000.0
2015,54,1347000.0
2015,55,1300000.0
2015,56,1262000.0
2015,57,1190000.0
2015,58,1161000.0
2015,59,1126000.0
2015,60,1089000.0
2015,61,1065000.0
2015,62,1028000.0
2015,63,1022000.0
2015,64,998000.0
2015,65,993000.0
2015,66,956000.0
2015,67,869000.0
2015,68,811000.0
2015,69,702000.0
2015,70,614000.0
2015,71,812000.0
2015,72,817000.0
2015,73,785000.0
2015,74,941000.0
2015,75,974000.0
2015,76,941000.0
2015,77,855000.0
2015,78,775000.0
2015,79,724000.0
2015,80,670000.0
2015,81,591000.0
2015,82,448000.0
2015,83,419000.0
2015,84,396000.0
2015,85,384000.0
2015,86,340000.0
2015,87,301000.0
2015,88,250000.0
2015,89,214000.0
2015,90,180000.0
2015,91,141000.0
2015,92,111000.0
2015,93,90000.0
2015,94,71000.0
2015,95,52000.0
2015,96,29000.0
2015,97,13000.0
2015,98,8000.0
2015,99,6000.0
2016,0,789000.0
2016,1,763000.0
2016,2,753000.0
2016,3,727000.0
2016,4,725000.0
2016,5,709000.0
2016,6,726000.0
2016,7,715000.0
2016,8,734000.0
2016,9,729000.0
2016,10,716000.0
2016,11,725000.0
2016,12,741000.0
2016,13,742000.0
2016,14,754000.0
2016,15,774000.0
2016,16,817000.0
2016,17,830000.0
2016,18,853000.0
2016,19,898000.0
2016,20,897000.0
2016,21,883000.0
2016,22,900000.0
2016,23,936000.0
2016,24,957000.0
2016,25,996000.0
2016,26,1094000.0
2016,27,1082000.0
2016,28,1109000.0
2016,29,1086000.0
2016,30,1068000.0
2016,31,1036000.0
2016,32,1030000.0
2016,33,1032000.0
2016,34,1055000.0
2016,35,1046000.0
2016,36,1050000.0
2016,37,1000000.0
2016,38,986000.0
2016,39,977000.0
2016,40,958000.0
2016,41,933000.0
2016,42,945000.0
2016,43,953000.0
2016,44,1032000.0
2016,45,1136000.0
2016,46,1178000.0
2016,47,1264000.0
2016,48,1324000.0
2016,49,1358000.0
2016,50,1394000.0
2016,51,1398000.0
2016,52,1422000.0
2016,53,1409000.0
2016,54,1362000.0
2016,55,1340000.0
2016,56,1293000.0
2016,57,1254000.0
2016,58,1182000.0
2016,59,1152000.0
2016,60,1117000.0
2016,61,1080000.0
2016,62,1055000.0
2016,63,1017000.0
2016,64,1011000.0
2016,65,986000.0
2016,66,981000.0
2016,67,943000.0
2016,68,856000.0
2016,69,798000.0
2016,70,691000.0
2016,71,601000.0
2016,72,796000.0
2016,73,801000.0
2016,74,767000.0
2016,75,917000.0
2016,76,947000.0
2016,77,912000.0
2016,78,826000.0
2016,79,746000.0
2016,80,692000.0
2016,81,636000.0
2016,82,558000.0
2016,83,420000.0
2016,84,389000.0
2016,85,364000.0
2016,86,348000.0
2016,87,304000.0
2016,88,264000.0
2016,89,216000.0
2016,90,183000.0
2016,91,151000.0
2016,92,115000.0
2016,93,88000.0
2016,94,70000.0
2016,95,54000.0
2016,96,38000.0
2016,97,21000.0
2016,98,9000.0
2016,99,6000.0
2017,0,786000.0
2017,1,796000.0
2017,2,771000.0
2017,3,761000.0
2017,4,734000.0
2017,5,732000.0
2017,6,716000.0
2017,7,732000.0
2017,8,721000.0
2017,9,741000.0
2017,10,736000.0
2017,11,722000.0
2017,12,731000.0
2017,13,747000.0
2017,14,748000.0
2017,15,760000.0
2017,16,782000.0
2017,17,824000.0
2017,18,842000.0
2017,19,872000.0
2017,20,919000.0
2017,21,914000.0
2017,22,900000.0
2017,23,919000.0
2017,24,952000.0
2017,25,971000.0
2017,26,1009000.0
2017,27,1106000.0
2017,28,1092000.0
2017,29,1119000.0
2017,30,1094000.0
2017,31,1076000.0
2017,32,1044000.0
2017,33,1037000.0
2017,34,1039000.0
2017,35,1060000.0
2017,36,1051000.0
2017,37,1057000.0
2017,38,1005000.0
2017,39,991000.0
2017,40,982000.0
2017,41,963000.0
2017,42,937000.0
2017,43,949000.0
2017,44,956000.0
2017,45,1035000.0
2017,46,1138000.0
2017,47,1180000.0
2017,48,1266000.0
2017,49,1324000.0
2017,50,1358000.0
2017,51,1392000.0
2017,52,1395000.0
2017,53,1419000.0
2017,54,1404000.0
2017,55,1357000.0
2017,56,1335000.0
2017,57,1287000.0
2017,58,1248000.0
2017,59,1175000.0
2017,60,1144000.0
2017,61,1109000.0
2017,62,1070000.0
2017,63,1045000.0
2017,64,1006000.0
2017,65,999000.0
2017,66,974000.0
2017,67,968000.0
2017,68,929000.0
2017,69,842000.0
2017,70,785000.0
2017,71,677000.0
2017,72,589000.0
2017,73,779000.0
2017,74,782000.0
2017,75,747000.0
2017,76,892000.0
2017,77,918000.0
2017,78,882000.0
2017,79,795000.0
2017,80,713000.0
2017,81,659000.0
2017,82,601000.0
2017,83,522000.0
2017,84,390000.0
2017,85,356000.0
2017,86,330000.0
2017,87,312000.0
2017,88,268000.0
2017,89,230000.0
2017,90,184000.0
2017,91,152000.0
2017,92,123000.0
2017,93,90000.0
2017,94,68000.0
2017,95,52000.0
2017,96,39000.0
2017,97,27000.0
2017,98,14000.0
2017,99,6000.0
2018,0,784000.0
2018,1,796000.0
2018,2,803000.0
2018,3,777000.0
2018,4,767000.0
2018,5,740000.0
2018,6,737000.0
2018,7,720000.0
2018,8,738000.0
2018,9,727000.0
2018,10,746000.0
2018,11,742000.0
2018,12,727000.0
2018,13,735000.0
2018,14,752000.0
2018,15,752000.0
2018,16,767000.0
2018,17,788000.0
2018,18,836000.0
2018,19,862000.0
2018,20,892000.0
2018,21,934000.0
2018,22,929000.0
2018,23,917000.0
2018,24,935000.0
2018,25,967000.0
2018,26,985000.0
2018,27,1022000.0
2018,28,1116000.0
2018,29,1102000.0
2018,30,1127000.0
2018,31,1103000.0
2018,32,1084000.0
2018,33,1051000.0
2018,34,1044000.0
2018,35,1045000.0
2018,36,1066000.0
2018,37,1056000.0
2018,38,1060000.0
2018,39,1009000.0
2018,40,995000.0
2018,41,985000.0
2018,42,966000.0
2018,43,942000.0
2018,44,953000.0
2018,45,959000.0
2018,46,1038000.0
2018,47,1140000.0
2018,48,1181000.0
2018,49,1265000.0
2018,50,1324000.0
2018,51,1356000.0
2018,52,1389000.0
2018,53,1392000.0
2018,54,1414000.0
2018,55,1399000.0
2018,56,1352000.0
2018,57,1328000.0
2018,58,1280000.0
2018,59,1239000.0
2018,60,1167000.0
2018,61,1135000.0
2018,62,1099000.0
2018,63,1060000.0
2018,64,1034000.0
2018,65,994000.0
2018,66,986000.0
2018,67,960000.0
2018,68,953000.0
2018,69,914000.0
2018,70,827000.0
2018,71,771000.0
2018,72,663000.0
2018,73,576000.0
2018,74,761000.0
2018,75,761000.0
2018,76,726000.0
2018,77,865000.0
2018,78,887000.0
2018,79,849000.0
2018,80,761000.0
2018,81,679000.0
2018,82,623000.0
2018,83,563000.0
2018,84,485000.0
2018,85,358000.0
2018,86,323000.0
2018,87,295000.0
2018,88,275000.0
2018,89,232000.0
2018,90,194000.0
2018,91,153000.0
2018,92,123000.0
2018,93,96000.0
2018,94,70000.0
2018,95,51000.0
2018,96,37000.0
2018,97,28000.0
2018,98,18000.0
2018,99,10000.0
2019,0,775000.0
2019,1,794000.0
2019,2,803000.0
2019,3,808000.0
2019,4,782000.0
2019,5,771000.0
2019,6,744000.0
2019,7,742000.0
2019,8,726000.0
2019,9,744000.0
2019,10,733000.0
2019,11,752000.0
2019,12,746000.0
2019,13,732000.0
2019,14,741000.0
2019,15,756000.0
2019,16,757000.0
2019,17,772000.0
2019,18,799000.0
2019,19,854000.0
2019,20,879000.0
2019,21,906000.0
2019,22,948000.0
2019,23,944000.0
2019,24,931000.0
2019,25,947000.0
2019,26,978000.0
2019,27,995000.0
2019,28,1030000.0
2019,29,1124000.0
2019,30,1109000.0
2019,31,1133000.0
2019,32,1109000.0
2019,33,1089000.0
2019,34,1055000.0
2019,35,1048000.0
2019,36,1049000.0
2019,37,1069000.0
2019,38,1060000.0
2019,39,1064000.0
2019,40,1011000.0
2019,41,997000.0
2019,42,988000.0
2019,43,969000.0
2019,44,943000.0
2019,45,955000.0
2019,46,960000.0
2019,47,1039000.0
2019,48,1139000.0
2019,49,1179000.0
2019,50,1264000.0
2019,51,1321000.0
2019,52,1353000.0
2019,53,1385000.0
2019,54,1387000.0
2019,55,1409000.0
2019,56,1393000.0
2019,57,1345000.0
2019,58,1320000.0
2019,59,1272000.0
2019,60,1230000.0
2019,61,1157000.0
2019,62,1125000.0
2019,63,1088000.0
2019,64,1048000.0
2019,65,1021000.0
2019,66,981000.0
2019,67,972000.0
2019,68,946000.0
2019,69,938000.0
2019,70,898000.0
2019,71,811000.0
2019,72,754000.0
2019,73,648000.0
2019,74,562000.0
2019,75,741000.0
2019,76,740000.0
2019,77,704000.0
2019,78,836000.0
2019,79,855000.0
2019,80,814000.0
2019,81,726000.0
2019,82,643000.0
2019,83,585000.0
2019,84,525000.0
2019,85,447000.0
2019,86,326000.0
2019,87,290000.0
2019,88,261000.0
2019,89,239000.0
2019,90,197000.0
2019,91,163000.0
2019,92,124000.0
2019,93,98000.0
2019,94,75000.0
2019,95,53000.0
2019,96,37000.0
2019,97,27000.0
2019,98,19000.0
2019,99,12000.0
2020,0,769000.0
2020,1,783000.0
2020,2,799000.0
2020,3,807000.0
2020,4,812000.0
2020,5,786000.0
2020,6,775000.0
2020,7,747000.0
2020,8,746000.0
2020,9,730000.0
2020,10,748000.0
2020,11,737000.0
2020,12,755000.0
2020,13,750000.0
2020,14,735000.0
2020,15,744000.0
2020,16,761000.0
2020,17,761000.0
2020,18,779000.0
2020,19,812000.0
2020,20,866000.0
2020,21,885000.0
2020,22,911000.0
2020,23,955000.0
2020,24,953000.0
2020,25,939000.0
2020,26,954000.0
2020,27,984000.0
2020,28,1000000.0
2020,29,1035000.0
2020,30,1128000.0
2020,31,1113000.0
2020,32,1137000.0
2020,33,1112000.0
2020,34,1091000.0
2020,35,1058000.0
2020,36,1050000.0
2020,37,1051000.0
2020,38,1071000.0
2020,39,1061000.0
2020,40,1065000.0
2020,41,1013000.0
2020,42,998000.0
2020,43,988000.0
2020,44,969000.0
2020,45,944000.0
2020,46,955000.0
2020,47,961000.0
2020,48,1038000.0
2020,49,1138000.0
2020,50,1178000.0
2020,51,1262000.0
2020,52,1318000.0
2020,53,1349000.0
2020,54,1381000.0
2020,55,1382000.0
2020,56,1403000.0
2020,57,1386000.0
2020,58,1336000.0
2020,59,1312000.0
2020,60,1262000.0
2020,61,1220000.0
2020,62,1147000.0
2020,63,1114000.0
2020,64,1076000.0
2020,65,1035000.0
2020,66,1007000.0
2020,67,967000.0
2020,68,958000.0
2020,69,930000.0
2020,70,922000.0
2020,71,881000.0
2020,72,795000.0
2020,73,738000.0
2020,74,633000.0
2020,75,547000.0
2020,76,719000.0
2020,77,717000.0
2020,78,680000.0
2020,79,805000.0
2020,80,819000.0
2020,81,775000.0
2020,82,688000.0
2020,83,604000.0
2020,84,545000.0
2020,85,483000.0
2020,86,406000.0
2020,87,292000.0
2020,88,255000.0
2020,89,226000.0
2020,90,203000.0
2020,91,163000.0
2020,92,132000.0
2020,93,98000.0
2020,94,76000.0
2020,95,56000.0
2020,96,39000.0
2020,97,26000.0
2020,98,18000.0
2020,99,13000.0
2021,0,791000.0
2021,1,780000.0
2021,2,789000.0
2021,3,803000.0
2021,4,811000.0
2021,5,816000.0
2021,6,790000.0
2021,7,779000.0
2021,8,753000.0
2021,9,751000.0
2021,10,735000.0
2021,11,753000.0
2021,12,742000.0
2021,13,761000.0
2021,14,755000.0
2021,15,740000.0
2021,16,750000.0
2021,17,766000.0
2021,18,773000.0
2021,19,798000.0
2021,20,832000.0
2021,21,884000.0
2021,22,903000.0
2021,23,930000.0
2021,24,974000.0
2021,25,969000.0
2021,26,954000.0
2021,27,966000.0
2021,28,994000.0
2021,29,1009000.0
2021,30,1043000.0
2021,31,1135000.0
2021,32,1118000.0
2021,33,1142000.0
2021,34,1117000.0
2021,35,1095000.0
2021,36,1061000.0
2021,37,1053000.0
2021,38,1053000.0
2021,39,1073000.0
2021,40,1062000.0
2021,41,1066000.0
2021,42,1015000.0
2021,43,999000.0
2021,44,989000.0
2021,45,970000.0
2021,46,944000.0
2021,47,954000.0
2021,48,960000.0
2021,49,1036000.0
2021,50,1136000.0
2021,51,1174000.0
2021,52,1258000.0
2021,53,1314000.0
2021,54,1344000.0
2021,55,1375000.0
2021,56,1374000.0
2021,57,1394000.0
2021,58,1377000.0
2021,59,1327000.0
2021,60,1301000.0
2021,61,1251000.0
2021,62,1209000.0
2021,63,1134000.0
2021,64,1100000.0
2021,65,1062000.0
2021,66,1020000.0
2021,67,992000.0
2021,68,952000.0
2021,69,942000.0
2021,70,913000.0
2021,71,903000.0
2021,72,862000.0
2021,73,776000.0
2021,74,719000.0
2021,75,614000.0
2021,76,530000.0
2021,77,695000.0
2021,78,691000.0
2021,79,653000.0
2021,80,769000.0
2021,81,778000.0
2021,82,733000.0
2021,83,645000.0
2021,84,562000.0
2021,85,501000.0
2021,86,438000.0
2021,87,364000.0
2021,88,257000.0
2021,89,221000.0
2021,90,192000.0
2021,91,168000.0
2021,92,132000.0
2021,93,103000.0
2021,94,75000.0
2021,95,56000.0
2021,96,40000.0
2021,97,27000.0
2021,98,18000.0
2021,99,12000.0
2022,0,724700.0
2022,1,786000.0
2022,2,773900.0
2022,3,782400.0
2022,4,797800.0
2022,5,807000.0
2022,6,813000.0
2022,7,789500.0
2022,8,784600.0
2022,9,758100.0
2022,10,758900.0
2022,11,747700.0
2022,12,766400.0
2022,13,755400.0
2022,14,773600.0
2022,15,768900.0
2022,16,758500.0
2022,17,769600.0
2022,18,785900.0
2022,19,781700.0
2022,20,808900.0
2022,21,841500.0
2022,22,896300.0
2022,23,916500.0
2022,24,943900.0
2022,25,974600.0
2022,26,960800.0
2022,27,945100.0
2022,28,957000.0
2022,29,988800.0
2022,30,1009000.0
2022,31,1039200.0
2022,32,1132200.0
2022,33,1121100.0
2022,34,1148300.0
2022,35,1127200.0
2022,36,1110200.0
2022,37,1077800.0
2022,38,1071400.0
2022,39,1072400.0
2022,40,1089400.0
2022,41,1078200.0
2022,42,1080200.0
2022,43,1026800.0
2022,44,1009500.0
2022,45,996400.0
2022,46,974500.0
2022,47,946400.0
2022,48,956200.0
2022,49,959100.0
2022,50,1037800.0
2022,51,1143000.0
2022,52,1179600.0
2022,53,1260300.0
2022,54,1311400.0
2022,55,1336700.0
2022,56,1364900.0
2022,57,1359600.0
2022,58,1377400.0
2022,59,1357600.0
2022,60,1314000.0
2022,61,1292000.0
2022,62,1238000.0
2022,63,1194900.0
2022,64,1119000.0
2022,65,1088300.0
2022,66,1054200.0
2022,67,1010100.0
2022,68,980700.0
2022,69,937600.0
2022,70,925400.0
2022,71,896300.0
2022,72,882300.0
2022,73,839100.0
2022,74,752100.0
2022,75,693600.0
2022,76,590100.0
2022,77,506300.0
2022,78,660700.0
2022,79,652600.0
2022,80,613800.0
2022,81,720000.0
2022,82,722200.0
2022,83,676000.0
2022,84,589500.0
2022,85,508900.0
2022,86,447200.0
2022,87,385000.0
2022,88,315000.0
2022,89,217700.0
2022,90,184300.0
2022,91,156400.0
2022,92,134100.0
2022,93,102100.0
2022,94,78600.0
2022,95,55800.0
2022,96,40100.0
2022,97,28000.0
2022,98,18100.0
2022,99,11600.0
2023,0,689800.0
2023,1,739400.0
2023,2,793100.0
2023,3,780000.0
2023,4,789100.0
2023,5,804000.0
2023,6,812000.0
2023,7,819400.0
2023,8,796800.0
2023,9,791900.0
2023,10,765400.0
2023,11,766200.0
2023,12,754700.0
2023,13,773400.0
2023,14,762600.0
2023,15,782600.0
2023,16,781200.0
2023,17,772600.0
2023,18,793000.0
2023,19,816300.0
2023,20,813000.0
2023,21,837200.0
2023,22,870200.0
2023,23,928900.0
2023,24,946800.0
2023,25,973300.0
2023,26,1002600.0
2023,27,985700.0
2023,28,967400.0
2023,29,976800.0
2023,30,1005800.0
2023,31,1025100.0
2023,32,1053600.0
2023,33,1145100.0
2023,34,1133300.0
2023,35,1159700.0
2023,36,1137900.0
2023,37,1120100.0
2023,38,1087400.0
2023,39,1080000.0
2023,40,1079900.0
2023,41,1096200.0
2023,42,1084500.0
2023,43,1085800.0
2023,44,1031900.0
2023,45,1013800.0
2023,46,999400.0
2023,47,977300.0
2023,48,948500.0
2023,49,957900.0
2023,50,959600.0
2023,51,1037900.0
2023,52,1141900.0
2023,53,1177700.0
2023,54,1256900.0
2023,55,1307500.0
2023,56,1331500.0
2023,57,1358800.0
2023,58,1352500.0
2023,59,1369400.0
2023,60,1349400.0
2023,61,1304900.0
2023,62,1281500.0
2023,63,1226800.0
2023,64,1182800.0
2023,65,1106200.0
2023,66,1074000.0
2023,67,1039700.0
2023,68,995400.0
2023,69,965300.0
2023,70,921500.0
2023,71,908300.0
2023,72,878100.0
2023,73,862700.0
2023,74,818400.0
2023,75,732000.0
2023,76,673200.0
2023,77,570400.0
2023,78,487700.0
2023,79,634500.0
2023,80,623500.0
2023,81,583700.0
2023,82,681200.0
2023,83,678300.0
2023,84,630200.0
2023,85,543600.0
2023,86,464300.0
2023,87,401500.0
2023,88,340100.0
2023,89,273100.0
2023,90,184700.0
2023,91,152700.0
2023,92,126600.0
2023,93,105500.0
2023,94,78100.0
2023,95,58200.0
2023,96,40300.0
2023,97,28000.0
2023,98,18700.0
2023,99,11800.0
2024,0,673400.0
2024,1,700900.0
2024,2,744100.0
2024,3,797000.0
2024,4,783600.0
2024,5,792500.0
2024,6,806400.0
2024,7,816100.0
2024,8,824400.0
2024,9,802100.0
2024,10,797400.0
2024,11,771000.0
2024,12,771700.0
2024,13,760100.0
2024,14,779000.0
2024,15,769500.0
2024,16,792400.0
2024,17,793400.0
2024,18,792900.0
2024,19,818000.0
2024,20,843300.0
2024,21,834900.0
2024,22,857800.0
2024,23,893500.0
2024,24,952600.0
2024,25,968500.0
2024,26,994300.0
2024,27,1020300.0
2024,28,1001000.0
2024,29,980900.0
2024,30,988300.0
2024,31,1015200.0
2024,32,1033400.0
2024,33,1060500.0
2024,34,1151800.0
2024,35,1139300.0
2024,36,1165500.0
